abidjan ar أبيدجان
abidjan de abidjan
abidjan es abiyán
abidjan fr abidjan
abidjan ja アビジャン
abidjan pt abidjan
abidjan ru абиджан
abidjan vi abidjan
abidjan zh 阿比让
abigail ja アビガイル
abigail pt abigail
abigail ru авигея
abigail zh 亞比該
abilene de abilene
abilene es abilene
abilene fr abilene
abilene ja アビリーン
abilene pt abilene
abilene ru абилин
abilene zh 阿比林
ability ja アビリティ
abingdon de abingdon
abingdon es abingdon
abingdon fr abingdon
abingdon pt abingdon
abingdon ru абингдон
abkhazia ar أبخازيا
abkhazia de abchasien
abkhazia es abjasia
abkhazia fr abkhazie
abkhazia ja アブハジア
abkhazia pt abecásia
abkhazia ru абхазия
abkhazia vi abkhazia
abkhazia zh 阿布哈茲
able de able
able fr able
able ja able
abner ar أبنير
abner de abner
abner es abner
abner fr abner
abner pt abner
abner ru авенир
abner zh 押尼珥
abolition fr abolition
abolition pt abolição
aborted de aborted
aborted es aborted
aborted fr aborted
aborted pt aborted
aborted ru aborted
abortion ar إجهاض
abortion de schwangerschaftsabbruch
abortion es aborto
abortion fr avortement
abortion ja 妊娠中絶
abortion pt aborto
abortion ru аборт
abortion zh 堕胎
about fr about
about pt about
above pt above
above ru above
abraham ar إبراهيم
abraham de abraham
abraham es abraham
abraham fr abraham
abraham ja アブラハム
abraham pt abraão
abraham ru авраам
abraham vi abraham
abraham zh 亞伯拉罕
abram ru абрам
abrams de abrams
abrams fr abrams
abrams ja エイブラムス
abrams ru абрамс
abrasive ar ساحج
abrasive de schleifmittel
abrasive es abrasivo
abrasive fr abrasif
abrasive ja 研磨材
abrasive pt abrasivo
abruzzo ar أبروتسو
abruzzo de abruzzen
abruzzo es abruzos
abruzzo fr abruzzes
abruzzo ja アブルッツォ州
abruzzo pt abruzos
abruzzo ru абруцци
abruzzo vi abruzzo
abruzzo zh 阿布鲁佐大区
absence de absence
absence fr absence
absolute de absolut
absolute es absoluto
absolute fr absolu
absolute ru абсолют
absolute zh 絕對
absolutely pt absolutely
absorption de absorption
absorption es absorción
absorption fr absorption
absorption ja 吸収
absorption pt absorção
abstraction ar تجريد
abstraction de abstraktion
abstraction ja 抽象化
abstraction pt abstração
abstraction ru абстракция
abstraction zh 抽象化
absurd es absurdo
absurd fr absurd
absurd pt absurdo
abu de abu
abu es abu
abu ru абу
abu zh 阿布
abundance de abundanz
abundance pt abundância
abuse ar إساءة
abuse de missbrauch
abuse fr maltraitance
abuse ja 虐待
abuse pt abuso
abuse zh 虐待
abyss de abyss
abyss es abyss
abyss fr abyss
abyss pt abyss
acacia ar طلح
acacia de acacia
acacia es acacia
acacia ja アカシア
acacia pt acacia
acacia ru акация
acacia zh 相思树属
academician de akademiemitglied
academician ja 学者
academician ru академик
academy ar أكاديمية
academy de akademie
academy es academia
academy fr académie
academy ja アカデミー
academy pt academia
academy ru академия
academy zh academy
acadia de akadien
acadia es acadia
acadia fr acadie
acadia ja アカディア
acadia ru акадия
acadia vi acadia
acapulco ar أكابولكو
acapulco de acapulco
acapulco fr acapulco
acapulco ja アカプルコ
acapulco pt acapulco
acapulco ru акапулько
acapulco zh 阿卡普尔科
accademia fr accademia
acceleration ar تسارع
acceleration de beschleunigung
acceleration es aceleración
acceleration fr accélération
acceleration ja 加速度
acceleration pt aceleração
acceleration ru ускорение
acceleration zh 加速度
accelerator de accelerator
accelerator fr accelerator
accelerator ru ускоритель
accelerator zh 加速器
accent de accent
accent fr accent
accent ru accent
accent zh 口音
accept fr accept
accept ja アクセプト
acceptance de akzeptanz
acceptance fr acceptation
acceptance ja アクセプタンス
acceptance pt resignação
acceptance zh 認命
accepted es accepted
accepted pt accepted
accepted zh 录取通知书
access de access
access fr access
access ja アクセス
access ru access
accessibility ar إتاحة
accessibility de barrierefreiheit
accessibility es accesibilidad
accessibility fr accessibilité
accessibility ja アクセシビリティ
accessibility pt acessibilidade
accessibility ru доступность
accessibility zh 無障礙環境
accession ru акцессия
accessory de accessory
accessory fr accessoire
accessory ja アクセサリー
accessory ru аксессуар
accident ar حادث
accident de unfall
accident es accidente
accident fr accident
accident ja 事故
accident pt acidente
accident ru авария
accident zh 意外事故
acclaim de acclaim
acclaim es aclamación
acclaim ja アクレイム
accommodation de akkommodation
accommodation es acomodación
accommodation pt acomodação
accommodation ru аккомодация
accompaniment ja 伴奏
accompaniment ru аккомпанемент
accompaniment zh 伴奏
accomplice es cómplice
accomplice fr complice
accomplice ja 共犯
accomplice pt cúmplice
accomplice zh 共犯
accord de accord
accord fr accord
accordance de accordance
accordion ar أكورديون
accordion de akkordeon
accordion es acordeón
accordion fr accordéon
accordion ja アコーディオン
accordion pt acordeão
accordion ru аккордеоны
accordion zh 手风琴
account ja 口座
account ru счёт
accountability ar مساءلة
accountability de rechenschaft
accountability ja 説明責任
accountability pt accountability
accountability zh 問責制
accountant ar محاسب
accountant de buchhalter
accountant ja 会計士
accountant ru бухгалтер
accountant zh 會計師
accounting ar محاسبة
accounting de rechnungswesen
accounting es contabilidad
accounting fr comptabilité
accounting ja 会計
accounting pt contabilidade
accounting zh 会计学
accra ar أكرا
accra de accra
accra es acra
accra fr accra
accra ja アクラ
accra pt acra
accra ru аккра
accra vi accra
accra zh 阿克拉
accreditation ar اعتماد
accreditation de ermächtigung
accreditation es acreditación
accreditation fr accréditation
accreditation pt acreditação
accreditation ru аккредитация
accrington ar أكرينجتون
accrington de accrington
accrington es accrington
accrington fr accrington
accrington ru аккрингтон
accrington zh 阿克寧頓
accumulation de akkumulation
accumulation es acumulación
accumulation fr accumulation
accumulation ru аккумуляция
accused de accused
accused es accused
accused fr accused
ace pt ás
ace ru туз
aceh ar آتشيه
aceh de aceh
aceh fr aceh
aceh ja アチェ州
aceh pt achém
aceh vi aceh
aceh zh 亞齊特區
acer es acer
acer fr acer
acer pt acer
acer zh acer
acetate ar أسيتات
acetate de acetate
acetate es acetato
acetate fr acétate
acetate ja 酢酸塩
acetate pt acetato
acetate ru ацетаты
acetate vi axetat
acetate zh 乙酸盐
acharya es acharya
acharya fr ācārya
acharya ja 阿闍梨
acharya pt acharya
acharya ru ачарья
acharya zh 阿闍黎
achievement de achievement
achievement es aprovechamiento
achilles ar آخيل
achilles de achilleus
achilles es aquiles
achilles fr achille
achilles ja アキレウス
achilles pt aquiles
achilles ru ахилл
achilles vi achilles
achilles zh 阿喀琉斯
acid ar حمض
acid de säuren
acid es ácido
acid fr acide
acid ja 酸
acid pt ácido
acid ru кислоты
acid vi axit
acid zh 酸
ackerman de ackerman
ackerman fr ackerman
ackerman ja アッカーマン
ackerman pt ackerman
acorn ar البلوط
acorn es bellota
acorn ja ドングリ
acorn pt bolota
acorn ru жёлудь
acorn zh 橡子
acosta de acosta
acosta es acosta
acosta fr acosta
acosta ja アコスタ
acosta pt acosta
acosta ru акоста
acoustic fr acoustic
acoustic ja アコースティック
acoustics de akustik
acoustics es acústica
acoustics fr acoustique
acoustics ja 音響学
acoustics pt acústica
acoustics ru акустика
acoustics zh 声学
acquainted es acquainted
acquainted pt acquainted
acquire de acquire
acquire fr acquire
acquire ja アクワイア
acquisition es adquisición
acquisition fr acquisition
acquisition ja 買収
acre ar أكر
acre de acre
acre ja エーカー
acre ru акр
acre zh 英亩
acronym de akronym
acronym es acrónimo
acronym fr acronymie
acronym ja 頭字語
acronym pt acrónimo
acronym ru акроним
acronym zh 首字母縮略字
acropolis ar أكروبول
acropolis de akropolis
acropolis es acrópolis
acropolis fr acropole
acropolis ja アクロポリス
acropolis pt acrópole
acropolis ru акрополь
acropolis zh 衛城
across es across
across ja アクロス
across pt across
acrylic de polyacryl
acrylic es acrílico
acrylic fr acrylique
acrylic ja アクリル
acrylic pt acrílico
acrylic zh 壓克力
act de act
act es act
act fr act
act ja act
act pt act
act zh act
acta de acta
acta es acta
acta fr acta
actin ar أكتين
actin de aktin
actin es actina
actin fr actine
actin ja アクチン
actin pt actina
actin ru актин
actin zh 肌动蛋白
acting ar تمثيل
acting de schauspiel
acting es actuación
acting ja 演技
acting pt atuação
acting zh 演技
action fr action
action ja アクション
action pt action
activation ar تفعيل
activation de aktivierung
activation ja 活性化
activation pt bioativação
activation ru активация
activation zh 活化
activision ar أكتيفجن
activision de activision
activision es activision
activision fr activision
activision ja アクティビジョン
activision pt activision
activision ru activision
activision vi activision
activision zh 动视
activism ar نشاطية
activism de aktivismus
activism es activismo
activism fr militantisme
activism ja 積極行動主義
activism pt ativismo
activism zh 行动主义
activity de aktivität
activity fr activité
activity pt atividade
activity ru активность
acton de acton
acton es acton
acton fr acton
acton ja アクトン
acton pt acton
actor ar ممثل
actor de schauspieler
actor es actor
actor fr acteur
actor ja 俳優
actor pt ator
actor ru актёр
actor zh 演員
actually de actually
actually fr actually
actually ja 哀しみの天使
actually pt actually
actually ru actually
acupuncture de akupunktur
acupuncture es acupuntura
acupuncture fr acupuncture
acupuncture ja 鍼
acupuncture pt acupuntura
acupuncture ru акупунктура
acupuncture zh 针灸
acute fr aigu
ada de ada
ada es ada
ada fr ada
ada ja アダ
ada pt ada
ada ru ада
adair de adair
adair es adair
adair fr adair
adair pt adair
adair ru адэр
adam ar آدم
adam es adán
adam fr adam
adam ja アダム
adam ru адам
adam vi adam
adam zh 亞當
adamant de adamant
adamant es adamanto
adamant ja アダマント
adamant pt adamante
adamant zh 精金
adams de adams
adams es adams
adams fr adams
adams ja アダムズ
adams pt adams
adams ru адамс
adams zh 亚当斯
adamson de adamson
adamson es adamson
adamson fr adamson
adamson ru адамсон
adana ar أضنة
adana de adana
adana es adana
adana fr adana
adana ja アダナ
adana pt adana
adana ru адана
adana vi adana
adana zh 阿达纳
adaptation ar تكيف
adaptation ja 適応
adaptation zh 適應
adapter ar موائم
adapter de adapter
adapter fr adaptateur
addams de addams
addams es addams
addams fr addams
addams ru аддамс
addendum de addendum
addendum es adenda
addendum ru аддендум
addicted de addicted
addicted es addicted
addicted pt addicted
addiction ar إدمان
addiction es adicción
addiction fr addiction
addiction ja 嗜癖
addiction ru аддикция
addiction vi nghiện
addiction zh 成瘾
addis de addis
addis pt addis
addison de addison
addison es addison
addison fr addison
addison pt addison
addison ru аддисон
addition ar جمع
addition de addition
addition fr addition
addition ja 加法
addition pt adição
addition ru сложение
addition zh 加法
additive es aditivo
additive fr additif
address de postanschrift
address ja 住所
address zh 地址
adelaide ar أديلايد
adelaide de adelaide
adelaide ja アデレード
adelaide ru аделаида
adelaide vi adelaide
adelaide zh 阿德莱德
adele ar أديل
adele es adele
adele fr adele
adele pt adele
adele vi adele
adele zh 愛黛兒
aden ar عدن
aden de aden
aden es adén
aden fr aden
aden ja アデン
aden pt adem
aden ru аден
aden vi aden
aden zh 亞丁
adept es adepto
adept ja アデプト
adept ru адепт
adhesion ar التصاق
adhesion de adhäsion
adhesion es adhesión
adhesion fr adhésion
adhesion ja 接着
adhesion pt adesão
adhesion ru адгезия
adhesion zh 黏附
adhesive de klebstoff
adhesive es adhesivo
adhesive fr adhésif
adhesive ja 接着剤
adhesive pt adesivo
adhesive ru клей
adhesive vi keo
adhesive zh 黏合剂
adi de adi
adi fr adi
adi ja adi
adi pt adi
adi ru ади
adi zh adi
adidas ar أديداس
adidas de adidas
adidas es adidas
adidas fr adidas
adidas ja アディダス
adidas pt adidas
adidas ru adidas
adidas vi adidas
adidas zh 愛迪達
adil de adil
adil ja アーディル
adil ru адиль
adirondack de adirondack
adjacent es adyacente
adjacent pt adjacente
adjacent ru смежность
adjective ar نعت
adjective de adjektiv
adjective es adjetivo
adjective fr adjectif
adjective ja 形容詞
adjective pt adjetivo
adjective zh 形容词
adjutant de adjutant
adjutant fr adjudant
adjutant zh 附屬官
adler de adler
adler es adler
adler fr adler
adler ja アドラー
adler pt adler
adler zh 阿德勒
administration de administration
administration fr administration
administration ru администрация
administrator de administrator
administrator es administrador
administrator fr administrateur
administrator ja 管理者
administrator pt administrador
administrator zh 管理员
admirable de admirable
admiral ar أدميرال
admiral de admiral
admiral es almirante
admiral fr amiral
admiral ja 海軍大将
admiral pt almirante
admiral ru адмирал
admiral zh 海軍上將
admiration ar إعجاب
admiration es admiración
admiration fr admiration
admiration pt admiração
admiration ru восхищение
admission fr admission
adnan ar عدنان
adnan es adnan
adnan fr adnan
adnan ru аднан
ado es ado
ado fr ado
ado ja ado
ado pt ado
ado ru адо
adobe ar طوب
adobe es adobe
adobe ja アドベ
adobe pt adobe
adobe ru адоба
adobe zh 土坯
adolescence ar مراهقة
adolescence de adoleszenz
adolescence es adolescencia
adolescence fr adolescence
adolescence ja 青年期
adolescence pt adolescência
adolescence zh 青少年
adolf de adolf
adolf fr adolf
adolf ja アドルフ
adolf zh 阿道夫
adolfo fr adolfo
adolfo vi adolfo
adolfo zh 阿多尔福
adoption ar تبني
adoption de adoption
adoption es adopción
adoption fr adoption
adoption ja 養子縁組
adoption pt adoção
adoption ru усыновление
adoption zh 收養
adoration de anbetung
adoration es adoración
adoration fr adoration
adoration pt adoração
adoration ru богопочитание
adriana de adriana
adriana ja アドリアーナ
adriano de adriano
adriano fr adriano
adriano ja アドリアーノ
adriano ru адриано
adriano vi adriano
adrien de adrien
adrien fr adrien
adrienne de adrienne
adrienne fr adrienne
adrienne ru адриенна
adult ar بالغ
adult de erwachsener
adult es adulto
adult fr adulte
adult ja 大人
adult pt adulto
adult ru взрослый
adult zh 成年人
adultery de ehebruch
adultery es adulterio
adultery fr adultère
adultery ja 姦通
adultery pt adultério
adultery zh 通奸
advance de advance
advance fr advance
advance ja アドヴァンス
advance pt advance
advantage de vorsprung
advantageous pt advantageous
advent de advent
advent es adviento
advent fr avent
advent ja アドベント
advent pt advento
advent ru адвент
advent zh 將臨期
adventure ar مغامرة
adventure de abenteuer
adventure es aventura
adventure fr aventure
adventure ja 冒険
adventure pt aventura
adventure ru приключение
adventure zh 冒險
adversary ru противник
advertising ar إعلان
advertising de werbung
advertising es publicidad
advertising fr publicité
advertising ja 広告
advertising pt publicidade
advertising ru реклама
advertising zh 廣告
adviser ja 顧問
advocacy de advocacy
advocacy ja アドボカシー
advocacy pt advocacy
advocacy zh 倡導
advocate de advokat
advocate ja アドボケイト
aegean es egeo
aegean fr égée
aegis ar أيغيس
aegis de aigis
aegis es égida
aegis fr égide
aegis ja アイギス
aegis pt égide
aegis ru эгида
aegis zh 埃癸斯
aerial de aerial
aerial ja エリアル
aero de aero
aero fr aero
aero ja エアロ
aero pt aero
aero ru аэро
aerobic es aeróbico
aerodrome de flugplatz
aerodrome es aeródromo
aerodrome fr aérodrome
aerodrome ja 飛行場
aerodrome pt aeródromo
aerodrome ru аэродром
aerodrome zh 飛行場
aeronautics de aeronautik
aeronautics es aeronáutica
aeronautics fr aéronautique
aeronautics ja 航空工学
aeronautics pt aeronáutica
aeronautics ru воздухоплавание
aeronautics zh 航空工程
aerosmith ar أيروسميث
aerosmith de aerosmith
aerosmith es aerosmith
aerosmith fr aerosmith
aerosmith ja エアロスミス
aerosmith pt aerosmith
aerosmith ru aerosmith
aerosmith vi aerosmith
aerosmith zh 空中铁匠
aerospace es aeroespacial
aerospace ja 航空宇宙
aerospace pt aeroespaço
aerospace zh 航空航天
aesthetics de ästhetik
aesthetics es estética
aesthetics fr esthétique
aesthetics ja 美学
aesthetics pt estética
aesthetics ru эстетика
aesthetics zh 美学
afar de afar
afar fr afar
afar ja アファル
afar pt afar
affair fr affaire
affair zh 緋聞
affect es afecto
affect pt afeto
affect ru аффект
affection ar عاطفة
affection fr affection
affection ja 愛着
affection zh 愛意
affectionately ja アフェクショネイトリー
affiliation de affiliation
affiliation fr affiliation
affiliation ru аффилирование
affine fr affine
affine ja アフィン
affine pt afim
affinity fr affinité
affirmed fr affirmed
affirmed ja アファームド
afghanistan ar أفغانستان
afghanistan de afghanistan
afghanistan es afganistán
afghanistan fr afghanistan
afghanistan ja アフガニスタン
afghanistan pt afeganistão
afghanistan ru афганистан
afghanistan vi afghanistan
afghanistan zh 阿富汗
africa ar أفريقيا
africa de afrika
africa es áfrica
africa fr afrique
africa ja アフリカ
africa pt áfrica
africa ru африка
africa zh 非洲
african de afrikanisch
africans ar أفارقة
africans fr africains
africans ja アフリカ人
afrikaans de afrikaans
afrikaans es afrikáans
afrikaans fr afrikaans
afrikaans ja アフリカーンス語
afrikaans ru африкаанс
afrikaans vi afrikaans
afrikaans zh 南非語
afro es afro
afro ja アフロヘアー
afro pt afro
afro zh 爆炸頭
aft de achtern
after de after
after fr after
after ja アフター
after pt after
afterlife ja 来世
afterlife zh 死后生命
aftermath de aftermath
aftermath es aftermath
aftermath fr aftermath
aftermath pt aftermath
aftermath ru aftermath
afternoon de nachmittag
afternoon es tarde
afternoon pt tarde
afternoon zh 下午
afterwards es afterwards
aga de aga
aga es aga
aga fr aga
aga ja aga
aga pt aga
aga ru ага
aga zh aga
again de again
again es again
again fr again
again ja アゲイン
again pt again
again zh again
agar ar أغار
agar de agar
agar ja 寒天
agar zh 洋菜
agatha de agatha
agatha es agatha
agatha fr agatha
agatha ja アガサ
age de age
age es age
age fr age
age ja age
age pt age
ageing ar شيخوخة
ageing de altern
ageing fr vieillissement
ageing ja 老化
ageing pt envelhecimento
ageing zh 老化
agency de agency
agency es agency
agency fr agence
agency ja エージェンシー
agency pt agency
agenda de agenda
agenda es agenda
agenda ja アジェンダ
agenda ru агенда
agent de agent
agent fr agent
agent ja エージェント
agent ru агент
ages de ages
aggregate de aggregat
aggregate fr agrégat
aggregate ru агрегат
aggregate zh 集群
aggregation de aggregation
aggregation fr agrégation
aggregation pt agregação
aggregation ru агрегация
aggregator ru агрегатор
aggression ar عدوان
aggression de aggression
aggression es agresión
aggression fr agression
aggression ja 攻撃行動
aggression pt agressão
agha de agha
agile de agile
agile es agile
agile fr agile
agile zh agile
agility ar رشاقة
agility de geschicklichkeit
agility es agilidad
agility fr agilité
agility ja 敏捷性
agility ru ловкость
agitation es agitación
agitation fr agitation
agitation ja アジテーション
agnew de agnew
agnew fr agnew
agnew ja アグニュー
agnew pt agnew
agnew ru эгнью
ago de ago
ago es ago
ago fr ago
ago ja ago
agonist es agonista
agonist ja アゴニスト
agonist ru агонист
agonist zh 激动剂
agony fr agony
agostino de agostino
agostino fr agostino
agra ar أغرة
agra de agra
agra es agra
agra fr agra
agra ja アーグラ
agra ru агра
agra vi agra
agra zh 阿格拉
agriculture ar زراعة
agriculture de landwirtschaft
agriculture es agricultura
agriculture fr agriculture
agriculture ja 農業
agriculture pt agricultura
agriculture zh 农业
agua de agua
agua fr agua
agua ru агуа
aguilar de aguilar
aguilar es aguilar
aguilar fr aguilar
aguilar ja アギラール
aguilar ru агилар
aguilera de aguilera
aguilera es aguilera
aguilera fr aguilera
aguilera ja アギレラ
aguilera ru агилера
aguirre de aguirre
aguirre es aguirre
aguirre fr aguirre
aguirre ja アギーレ
aguirre pt aguirre
aguirre ru агирре
aguirre zh 阿吉雷
ahead de ahead
ahmad de ahmad
ahmad fr ahmad
ahmedabad de ahmedabad
ahmedabad es ahmedabad
ahmedabad fr ahmedabad
ahmedabad ja アフマダーバード
ahmedabad pt ahmedabad
ahmedabad ru ахмадабад
ahmedabad vi ahmedabad
ahmedabad zh 艾哈迈达巴德
ahn fr ahn
ahn ja ahn
aia es aya
aia vi aia
aia zh 艾阿
aid de entwicklungszusammenarbeit
aid ja 外国援助
aid zh 外援
aida es aida
aida fr aida
aida ja アイーダ
aida pt aida
aida ru аида
aida vi aida
aida zh 阿依達
aidan de aidan
aide de aide
aide fr aide
aides fr aides
aiken de aiken
aiken fr aiken
aiken pt aiken
aiken ru эйкен
ain es ain
ain ja アン県
ain pt ain
ain vi ain
air ar هواء
air de luft
air es aire
air fr air
air ja 空気
air pt ar
air ru воздух
air zh 空气
airborne de airborne
airborne fr airborne
airbus ar إيرباص
airbus de airbus
airbus es airbus
airbus ja エアバス
airbus pt airbus
airbus ru airbus
airbus vi airbus
airbus zh 空中客车
aircraft de luftfahrzeug
aircraft es aeronave
aircraft fr aéronef
aircraft ja 航空機
aircraft pt aeronave
aircraft zh 航空器
aircrew de luftfahrtpersonal
aire de aire
aire fr aire
aire pt aire
airframe ja 機体
airlift de luftverlastung
airline de fluggesellschaft
airline es aerolínea
airline ja 航空会社
airline ru авиакомпания
airline zh 航空公司
airliner de verkehrsflugzeug
airliner ja 旅客機
airliner zh 民航飛機
airplane ar طائرة
airplane de flugzeug
airplane es avión
airplane fr avion
airplane ja 飛行機
airplane pt avião
airplane ru самолёт
airplane zh 固定翼飛機
airplay de airplay
airplay es airplay
airplay pt airplay
airplay ru радиоротация
airport ar مطار
airport de flughafen
airport es aeropuerto
airport fr aéroport
airport ja 空港
airport pt aeroporto
airport ru аэропорт
airport zh 機場
airship de luftschiff
airship es dirigible
airship ja 飛行船
airship pt dirigível
airship ru дирижабль
airspace de luftraum
airspace ja 領空
airspace zh 领空
aisle de seitenschiff
aisle ja 通路
aisne es aisne
aisne ja エーヌ県
aisne pt aisne
aisne vi aisne
aisne zh 埃纳省
aitken de aitken
aitken es aitken
aitken fr aitken
aitken ja エイトケン
aitken pt aitken
aitken ru эйткен
ajax de ajax
ajax es ajax
ajax fr ajax
ajax ja アイアース
ajax pt ajax
ajax ru аякс
ajax vi ajax
aka de aka
aka es aka
aka fr aka
aka ja aka
aka ru ака
akbar de akbar
akbar es akbar
akbar fr akbar
akbar ja アクバル
akbar pt akbar
akbar zh 阿克巴
aki es aki
aki fr aki
aki ja aki
aki pt aki
aki ru аки
aki zh aki
akin es akin
akira de akira
akira es akira
akira fr akira
akira ja アキラ
akira ru акира
akita de akita
akita es akita
akita ja あきた
akita ru акита
akita zh 秋田號列車
ala de ala
ala es ala
ala ja ala
ala pt ala
ala ru ала
ala zh ala
alabama ar ألاباما
alabama de alabama
alabama es alabama
alabama fr alabama
alabama ja アラバマ州
alabama pt alabama
alabama ru алабама
alabama vi alabama
alabama zh 亚拉巴马州
aladdin es aladino
aladdin ja アラジンと魔法のランプ
aladdin zh 阿拉丁
alain de alain
alain fr alain
alain pt alain
alameda de alameda
alameda es alameda
alameda fr alameda
alameda ja アラメダ
alameda pt alameda
alameda ru аламида
alamos de alamos
alan es alan
alan fr alan
alan pt alan
alan ru алан
alan zh 艾伦
alas es alas
alas ja alas
alas pt alas
alaska ar ألاسكا
alaska de alaska
alaska es alaska
alaska fr alaska
alaska ja アラスカ州
alaska pt alasca
alaska ru аляска
alaska vi alaska
alaska zh 阿拉斯加州
alban de alban
alban es alban
alban fr alban
alban ja アルバン
albania ar ألبانيا
albania de albanien
albania es albania
albania fr albanie
albania ja アルバニア
albania pt albânia
albania ru албания
albania vi albania
albania zh 阿尔巴尼亚
albanian es albanés
albanian pt albanês
albanians ar ألبان
albanians de albaner
albanians ja アルバニア人
albanians pt albaneses
albanians ru албанцы
albanians zh 阿爾巴尼亞族
albany de albany
albany fr albany
albany pt albany
albany ru олбани
albatross ar قطرس
albatross de albatrosse
albatross es diomedeidae
albatross fr diomedeidae
albatross ja アホウドリ科
albatross pt albatroz
albatross ru альбатросовые
albatross zh 信天翁科
albedo ar وضاءة
albedo de albedo
albedo es albedo
albedo fr albédo
albedo ja アルベド
albedo pt albedo
albedo ru альбедо
albedo zh 反照率
albemarle de albemarle
albemarle fr albemarle
albemarle ja アルベマール
albemarle ru албемарл
albert es albert
albert fr albert
albert pt albert
albert vi albert
albert zh 阿尔伯特
alberta ar ألبرتا
alberta de alberta
alberta es alberta
alberta fr alberta
alberta ja アルバータ州
alberta pt alberta
alberta ru альберта
alberta vi alberta
alberta zh 艾伯塔省
alberto de alberto
alberto fr alberto
alberto pt alberto
alberto ru альберто
albion de albion
albion es albión
albion fr albion
albion ja アルビオン
albion ru альбион
albion zh 阿尔比恩
albrecht fr albrecht
albrecht ja アルブレヒト
albrecht ru альбрехт
albright de albright
albright fr albright
albright ja オルブライト
albright pt albright
albright ru олбрайт
album ar ألبوم
album de musikalbum
album es álbum
album ja アルバム
album pt álbum
album vi album
album zh 音樂專輯
alchemy ar خيمياء
alchemy de alchemie
alchemy es alquimia
alchemy fr alchimie
alchemy ja 錬金術
alchemy pt alquimia
alchemy ru алхимия
alchemy zh 炼金术
alcohol ar كحول
alcohol de alkohole
alcohol es alcohol
alcohol ja アルコール
alcohol pt álcool
alcohol ru спирты
alcohol vi ancol
alcohol zh 醇
alcoholism ar كحولية
alcoholism de alkoholkrankheit
alcoholism es alcoholismo
alcoholism fr alcoolisme
alcoholism ja アルコール依存症
alcoholism pt alcoolismo
alcoholism ru алкоголизм
alcoholism zh 酗酒
alden de alden
alden es alden
alden fr alden
alden pt alden
alden ru олден
